설치_주소,위도,경도
대구광역시 달서구 신당동 1973,35.85126786,128.4881572
대구광역시 달서구 장기동 810,35.84855779,128.52786229999998
대구광역시 달서구 달구벌대로 1530(감삼동),35.84939577,128.5340233
대구광역시 달서구 달구벌대로 1676(두류동),35.85443745,128.5492583
대구광역시 달서구 월배로 62(진천동),35.81329928,128.5213207
대구광역시 달서구 구마로 253-1(성당동),35.83576482,128.5223978
대구광역시 달서구 상인서로85,35.81717168,128.53955770000002
대구광역시 달서구 달구벌대로 1467,35.84901131,128.5274916
대구광역시 달서구 구마로 256,35.83709204,128.5557842
