addresss,lattitude,longitude
"대구광역시 달성군 화원읍 명천로 243,명곡미래빌5단지",35.79926328029149,128.4941667802915
"대구광역시 달성군 화원읍 비슬로 2674,청구청탑맨션",35.8084296802915,128.5092486802915
"대구광역시 달성군 화원읍 명천로 57,대곡역그린빌",35.8051884802915,128.5127271802915
"대구광역시 달성군 화원읍 성암로 25,달성본리주공2단지",35.8027335802915,128.5117077802915
"대구광역시 달성군 화원읍 비슬로 2594,화원읍행정복지센터",35.80515218029151,128.5018605802915
"대구광역시 달성군 논공읍 논공로9길 39,경일아파트",35.7324929802915,128.4407294802915
"대구광역시 달성군 논공읍 논공로7길 55,논공삼주아파트",35.7332429802915,128.4400909802915
"대구광역시 달성군 논공읍 논공로23길 14,대구논공성원",35.7321512802915,128.4475999802915
"대구광역시 달성군 논공읍 논공로7길 73,논공청구타운",35.73258238029151,128.4427037802915
"대구광역시 달성군 논공읍 논공중앙로22길 36,우방연합타운",35.7249662802915,128.4501732802915
"대구광역시 달성군 논공읍 용호로 6,논공평광3차",35.72882688029149,128.4481177802915
"대구광역시 달성군 논공읍 남리길 7,논공평광4차",35.72829848029149,128.4503953802915
"대구광역시 달성군 다사읍 매곡로14길 13,다사주공아파트1단지",35.8676160802915,128.4574741802915
"대구광역시 달성군 다사읍 달구벌대로 842-7,강창훼미리타운",35.8602837802915,128.4629182802915
"대구광역시 달성군 다사읍 죽곡2길 6,강창태성그린시티",35.8582518802915,128.4628634802915
"대구광역시 달성군 다사읍 달구벌대로 812,강창하이츠",35.8623667802915,128.4621960802915
"대구광역시 달성군 다사읍 왕선로 49,강창동서타운",35.86567198029149,128.4645568802915
"대구광역시 달성군 다사읍 달구벌대로 790,강창삼산타운",35.86301238029149,128.4596424802915
"대구광역시 달성군 다사읍 달구벌대로 802-1,강창한서꼼빠니아",35.8622556802915,128.4611128802915
"대구광역시 달성군 다사읍 달구벌대로 770,강창우방타운",35.86269988029149,128.4586241802915
"대구광역시 달성군 다사읍 달구벌대로 786,강창그린빌",35.8632555802915,128.4587519802915
"대구광역시 달성군 다사읍 달구벌대로 802,태왕드림하이츠",35.8633944802915,128.4609739802915
"대구광역시 달성군 다사읍 매곡로14길 11,다사주공아파트2단지",35.8676160802915,128.4574741802915
"대구광역시 달성군 다사읍 죽곡1길 42,대실역죽곡e편한세상",35.85570098029149,128.4644182802915
"대구광역시 달성군 다사읍 왕선로 26,하우젠트아너스빌",35.86250578029149,128.4663900802915
"대구광역시 달성군 다사읍 대실역북로1길 6,죽곡휴먼시아1단지",35.86092268029149,128.4679733802915
"대구광역시 달성군 다사읍 대실역북로 55,대실역동화아이위시",35.8624797802915,128.4682691802915
"대구광역시 달성군 다사읍 대실역북로 38,청아람1단지",35.86203478029149,128.4705231802915
"대구광역시 달성군 다사읍 대실역북로 26,청아람2단지",35.8599195802915,128.4700090802915
"대구광역시 달성군 다사읍 다사역로 60,대구다사e편한세상",35.8697269802915,128.4583073802915
"대구광역시 달성군 다사읍 매곡로4길 9,매곡한일유앤아이",35.8651996802915,128.4551133802915
"대구광역시 달성군 다사읍 서재로27길 42,선성서화성파크드림",35.87631028029149,128.4973034802915
"대구광역시 달성군 다사읍 서재로24길 29,대구서재진흥더블파크",35.87414388029149,128.5018864802915
"대구광역시 달성군 다사읍 서재로 120,서재화진금봉타운1차",35.8757270802915,128.5003031802915
"대구광역시 달성군 다사읍 서재로30길 17,서재보성타운1차",35.87822678029149,128.5010808802915
"대구광역시 달성군 다사읍 서재로30길 7,서재보성타운2차",35.8794303802915,128.4993417802915
"대구광역시 달성군 다사읍 서재로28길 39,서재우방타운",35.87592148029151,128.5024696802915
"대구광역시 달성군 다사읍 서재로12길 41-16,와룡건영캐스빌",35.8684193802915,128.4962196802915
"대구광역시 달성군 다사읍 서재로14길 2,대구서재휴먼시아",35.8700054802915,128.4986923802915
"대구광역시 달성군 다사읍 다사로69길 72-4,이천리마을회관",35.8914467802915,128.4667503802915
"대구광역시 달성군 다사읍 다사로 494,달천리마을회관",35.8870617802915,128.4848499802915
"대구광역시 달성군 다사읍 다사로109길 41,박곡리마을회관",35.8901138,128.4902024
"대구광역시 달성군 다사읍 세천본길 18-4,세천리마을회관",35.8773652802915,128.4762776802915
"대구광역시 달성군 다사읍 부곡2길 7-1,부곡리마을회관",35.86830158029149,128.4461325802915
"대구광역시 달성군 다사읍 문양1길 252,문양1리마을회관",35.8622934302915,128.4368485802915
"대구광역시 달성군 다사읍 문양2길 81,문양2리마을회관",35.8162147802915,128.4926107302915
"대구광역시 달성군 다사읍 달구벌대로92길 56,문산리마을회관",35.8553373802915,128.4329083802915
"대구광역시 달성군 가창면 가창로216길 25,달성용계주공",35.8041267802915,128.6259877802915
"대구광역시 달성군 가창면 가창로216길 55,국태모닝포유T",35.80540438029149,128.6250989802915
"대구광역시 달성군 가창면 가창로126길 3,대일1리마을회관",35.77029788029151,128.6502364802915
"대구광역시 달성군 가창면 흥덕길 24,행정2리 마을회관",35.78768898029149,128.6474969802915
"대구광역시 달성군 가창면 가창로57길 65,삼산리마을회관",35.7374131802915,128.6619306802915
"대구광역시 달성군 옥포읍 시저로 33,강림2리마을회관",35.7837089802915,128.4309511802915
"대구광역시 달성군 현풍읍 현풍동로 23,학산아파트",35.6947754802915,128.4496463802915
"대구광역시 달성군 현풍읍 비슬로120길 13,달성현풍주공",35.6938510802915,128.4455188802915
"대구광역시 달성군 현풍읍 현풍중앙로14길 85,금성아파트",35.6955882802915,128.4510232802915
"대구광역시 달성군 논공읍 남리길 48,논공주공",35.7243830802915,128.4512009802915
"대구광역시 달성군 다사읍 서배본길 25,다사읍행정복지센터서재출장소 ",35.87356058029151,128.4956370802915
"대구광역시 달성군 가창면 가창로 1109-8,혜성빌라",35.8044599802915,128.6230713802915
"대구광역시 달성군 구지면 응암리 1180,뜨락채",35.65376378029149,128.4155449802915
"대구광역시 달성군 구지면 응암리 1214-5,대동하이츠",35.65569368029149,128.4194971802915
"대구광역시 달성군 구지면 과학마을로5길 40-6,라온힐조",35.65989588029149,128.4178633802915
"대구광역시 달성군 하빈면 하빈로84길 1,하빈면행정복지센터",35.9022784802915,128.4468352802915
"대구광역시 달성군 논공읍 논공중앙로22길 12,평광행복타운",35.72699378029149,128.4488677802915
"대구광역시 달성군 다사읍 달구벌대로 842-7,강창훼밀리아파트",35.8602837802915,128.4629182802915
"대구광역시 달성군 다사읍 대실역북로 16,죽곡푸르지오1단지",35.85795978029149,128.4698491802915
"대구광역시 달성군 다사읍 대실역남로 35,죽곡청아람리슈빌4단지",35.85550748029149,128.4668045802915
"대구광역시 달성군 다사읍 대실역남로 33,대실역리슈빌3단지",35.8556130802915,128.4684390802915
"대구광역시 달성군 다사읍 대실역남로 93,죽곡푸르지오2단지",35.85215658029149,128.4672809802915
"대구광역시 달성군 가창면 가창로 1018,가창중석타운",35.7977386802915,128.6288210802915
"대구광역시 달성군 옥포읍 교항제림길 10,옥포제림뉴타운",35.79104168029149,128.4439497802915
"대구광역시 달성군 옥포읍 본리로 102,옥포세광무지개마을",35.79618018029149,128.4556985802915
"대구광역시 달성군 옥포읍 비슬로447길 11,달성삼환나우빌",35.7924030802915,128.4667808802915
"대구광역시 달성군 현풍읍 현풍로24길 6,제일맨션",35.6977195802915,128.4528126802915
"대구광역시 달성군 구지면 과학마을로2길 6,달성화성파크드림",35.6556961802915,128.4159838802915
"대구광역시 달성군 화원읍 화원로 37,보성맨션",35.80894168029151,128.4993048802915
"대구광역시 달성군 옥포읍 돌미로 51,옥포LH천년나무2단지",35.7816278802915,128.4394989802915
"대구광역시 달성군 현풍읍 테크노상업로 33,테크노폴리스 서한이다음",35.6934862802915,128.4544354802915
"대구광역시 달성군 유가읍 테크노북로9길 16,우미린",35.7312264,128.4449303
"대구광역시 달성군 다사읍 세천로 187,세천한라비발디",35.8775138802915,128.4824419802915
"대구광역시 달성군 현풍읍 테크노북로2길 10,테크노폴리스LH천년나무1단지",35.6921451802915,128.4513332802915
"대구광역시 달성군 유가읍 테크노대로 195,테크노폴리스 반도유보라",35.69163998029149,128.4699892802915
"대구광역시 달성군 유가읍 테크노대로5길 80,테크노폴리스 호반베르디움2차",35.6944723802915,128.4674196802915
"대구광역시 달성군 구지면 과학마을로 70,과학마을 청아람",35.6576922302915,128.4166757802915
"대구광역시 달성군 다사읍 세천로 182-10,현대썬앤빌",35.8757644802915,128.4803935802915
"대구광역시 달성군 옥포읍 비슬로447길 56,달성미진이지비아",35.79705268029149,128.4680024802915
"대구광역시 달성군 현풍읍 테크노북로4길 27,테크노폴리스LH천년나무3단지",35.69588238029149,128.4579971802915
"대구광역시 달성군 유가읍 테크노상업로 95,유가읍행정복지센터",35.6952252802915,128.4611205802915
"대구광역시 달성군 옥포읍 비슬로 1941,옥포허브시티",35.7844467802915,128.4367223802915
"대구광역시 달성군 유가읍 테크노북로9길 42,테크노폴리스 힐데스하임",35.6944264802915,128.4696300802915
"대구광역시 달성군 옥포읍 돌미로 70,옥포대성베르힐",35.7807766802915,128.4502019802915
"대구광역시 달성군 구지면 과학마을로3길 14,국가산단 반도유보라 아이비파크",35.65886168029149,128.4197774802915
"대구광역시 달성군 다사읍 세천북로 20,삼정그린코아더베스트2단지",35.8758681802915,128.4762802802915
"대구광역시 달성군 다사읍 세천남로 35,제일풍경채프라임",35.87275958029149,128.4808864802915
"대구광역시 달성군 다사읍 대실역남로 11,죽곡청아람5단지",35.8577172802915,128.4664922802915
"대구광역시 달성군 논공읍 비슬로 1779,논공읍행정복지센터",35.7756540802915,128.4212579802915
"대구광역시 달성군 현풍읍 비슬로134길 157,현풍읍행정복지센터",35.6988033802915,128.4489584802915
"대구광역시 달성군 현풍읍 테크노북로4길 11,테크노폴리스 남해오네뜨1차",35.69731598029149,128.4578298802915
"대구광역시 달성군 현풍읍 테크노대로5길 57,테크노폴리스 남해오네뜨2차",35.69731598029149,128.4578298802915
"대구광역시 달성군 다사읍 서재로12길 38,에코폴리스 동화아이위시",35.8715220802915,128.4901578802915
